 21  1  0  1  1  3  1  1  2  3  2  5  2  1  3  3  3  5  3  7  3  1  4  3  4  5  4  7  4  9  4                 
  1  5  3  5  5  5  7  5  9  5 11  5
  8  8  0  0  5   0.0   0.0    0.0                                                 
  35.0   
  0  0  0                                                                       
270 10  0  0  0  3  1  0  0  0                                                  
  1  0  2  4  0  2  0  2  0                                                     
  1  1  0  4  0  2  0  2  1                                                     
  3  1  4  8  0  4  0  4  1                                                     
  1  2  0  4  0  2  0  2  2                                                     
  3  2  0  4  0  4  0  4  2                                                     
  5  2  0  4  0  4  0  4  2
  1  3  0  2  0  2  0  2  3                                                     
  3  3  0  2  0  2  0  2  3                                                     
  5  3  0  2  0  2  0  2  3                                                     
  7  3  0  2  0  2  0  2  3                                                     
  1  4  0  1  0  1  0  1  4
  3  4  0  1  0  1  0  1  4
  5  4  0  1  0  1  0  1  4
  7  4  0  1  0  1  0  1  4
  9  4  0  1  0  1  0  1  4
  1  5  0  1  0  1  0  1  5
  3  5  0  1  0  1  0  1  5
  5  5  0  1  0  1  0  1  5
  7  5  0  1  0  1  0  1  5
  9  5  0  1  0  1  0  1  5
 11  5  0  1  0  1  0  1  5
 16 10 10                                                                       
 21                                                                             
  1  3  2.170   1  1  3.377   0  1  -40.0   2  1  1.847   2  3  7.821           
  2  5  7.736   3  1  20.00   3  3  20.00   3  5  20.00   3  7  20.00          
  4  1  30.00   4  3  30.00   4  5  30.00   4  7  30.00   4  9  30.00
  5  1  40.00   5  3  40.00   5  5  40.00   5  7  40.00   5  9  40.00
  5 11  40.00
  3153  12.79     1.0                                                           
  0  1  0  1  0  1  0  1  0  2   0.00000   1.5000000   1.5000000   1.5000000
  0  1  0  1  0  1  0  1  2  0   0.00000   1.5000000   1.5000000   1.5000000
  0  1  0  1  0  1  2  1  0  2   0.00000   0.8660254   0.0000000   0.0000000
  0  1  0  1  0  1  2  1  2  0   0.00000   0.8660254   0.0000000   0.0000000
  0  1  0  1  1  1  1  1  0  2   0.00000  -0.4999999   0.0000000   0.0000000
  0  1  0  1  1  1  1  1  2  0   0.00000   0.1666666   0.0000000   0.0000000
  0  1  0  1  1  1  1  3  2  0   0.00000  -0.6666666   0.0000000   0.0000000
  0  1  0  1  1  3  1  3  0  2   0.00000  -0.7071067   0.0000000   0.0000000
  0  1  0  1  1  3  1  3  2  0   0.00000  -0.5270461   0.0000000   0.0000000
  0  1  1  1  0  1  1  1  0  0   0.00000   1.5000001   2.5000000   1.5000001
  0  1  1  1  0  1  1  1  0  2   0.00000   2.5000000   1.5000001   2.5000000
  0  1  1  1  0  1  1  1  2  0   0.00000   1.8333334   2.1666667   1.8333334
  0  1  1  1  0  1  1  1  2  2   0.00000   2.1666667   1.8333334   2.1666667
  0  1  1  1  0  1  3  1  0  0   0.00000   0.7905694   0.0000000   0.0000000
  0  1  1  1  0  1  3  1  0  2   0.00000   0.7905694   0.0000000   0.0000000
  0  1  1  1  0  1  3  1  2  0   0.00000   0.7905694   0.0000000   0.0000000
  0  1  1  1  0  1  3  1  2  2   0.00000   0.7905694   0.0000000   0.0000000
  0  1  1  1  0  1  1  3  2  0   0.00000   0.4714045  -0.4714045   0.4714045
  0  1  1  1  0  1  1  3  2  2   0.00000  -0.4714045   0.4714045  -0.4714045
  0  1  1  1  1  1  2  1  0  0   0.00000  -0.2041243  -0.0000001   0.0000000
  0  1  1  1  1  1  2  1  0  2   0.00000   1.0206207   0.0000000   0.0000001
  0  1  1  1  1  1  2  1  2  0   0.00000   0.4762897   0.0000000   0.0000000
  0  1  1  1  1  1  2  1  2  2   0.00000  -0.7484552   0.0000000   0.0000000
  0  1  1  1  1  1  2  3  2  0   0.00000  -0.6085805   0.0000000   0.0000000
  0  1  1  1  1  1  2  3  2  2   0.00000  -0.6085805   0.0000000   0.0000000
  0  1  1  1  2  1  1  3  2  0   0.00000   0.3849001   0.0000000   0.0000000
  0  1  1  1  2  1  1  3  2  2   0.00000  -0.3849001   0.0000000   0.0000000
  0  1  1  1  1  3  2  3  0  0   0.00000  -0.9128709   0.0000000   0.0000000
  0  1  1  1  1  3  2  3  0  2   0.00000  -0.9128709   0.0000000   0.0000000
